,Unnamed: 0,op_id,op_type,suc,read,write,maca,cv_dsp,"('maca', 'maca')","('maca', 'cv_dsp')","('cv_dsp', 'maca')","('cv_dsp', 'cv_dsp')"
104,104,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
105,105,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu'],113706,3642,8282,387238,[137244],[137244],[137244],[137244]
106,106,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
107,107,InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
108,108,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
109,109,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
110,110,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
111,111,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu'],113706,3642,8282,387238,[137244],[137244],[137244],[137244]
112,112,InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6c/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
113,113,InceptionV3/InceptionV3/Mixed_6c/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6d/Branch_3/AvgPool_0a_3x3/AvgPool']",113706,0,10895,10895,"[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]","[0, 50997, 50997, 65999]"
114,114,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu'],0,3642,11158,821606,[137244],[137244],[137244],[137244]
115,115,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu'],50997,3094,9381,821606,[136696],[136696],[136696],[136696]
116,116,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu'],50997,3094,9381,821606,[136696],[136696],[136696],[136696]
117,117,InceptionV3/InceptionV3/Mixed_6d/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu'],65999,0,7952,249716,[0],[0],[0],[0]
118,118,InceptionV3/InceptionV3/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6d/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
119,119,InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
120,120,InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
121,121,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu'],0,3642,11158,821606,[137244],[137244],[137244],[137244]
122,122,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
123,123,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
124,124,InceptionV3/InceptionV3/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6d/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
125,125,InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
126,126,InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
127,127,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu'],113706,3642,8282,387238,[137244],[137244],[137244],[137244]
128,128,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
129,129,InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6d/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
130,130,InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
131,131,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu'],113706,3094,8090,387238,[136696],[136696],[136696],[136696]
132,132,InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu'],133602,3094,7935,7935,[116800],[116800],[116800],[116800]
133,133,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu'],113706,3642,8282,387238,[137244],[137244],[137244],[137244]
134,134,InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV3/InceptionV3/Mixed_6d/concat'],133602,3642,8275,8275,[117348],[117348],[117348],[117348]
135,135,InceptionV3/InceptionV3/Mixed_6d/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV3/InceptionV3/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool']",113706,0,10895,10895,"[0, 0, 0, 65999]","[0, 0, 0, 65999]","[0, 0, 0, 65999]","[0, 0, 0, 65999]"
136,136,TFLITE2ONNX_FAF_InceptionV3/InceptionV3/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV3/InceptionV3/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu'],0,3642,11158,821606,[137244],[137244],[137244],[137244]
