,Unnamed: 0,op_id,op_type,suc,read,write,maca,cv_dsp,"('maca', 'maca')","('maca', 'cv_dsp')","('cv_dsp', 'maca')","('cv_dsp', 'cv_dsp')"
45,45,Relu_39,Relu,"['Conv_40', 'Conv_45']",1227027,801242,2670248,2670248,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
46,46,Conv_40,Conv,['Relu_41'],1227027,183204,47720,46501662,[355021],[355021],[355021],[355021]
47,47,Conv_45,Conv,['Add_46'],1227027,801242,652887,53230960,[2028269],[2028269],[2028269],[2028269]
48,48,Relu_41,Relu,['Conv_42'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
49,49,Conv_42,Conv,['Relu_43'],171817,183204,250062,46665620,[355021],[355021],[355021],[355021]
50,50,Relu_43,Relu,['Conv_44'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
51,51,Conv_44,Conv,['Add_46'],171817,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
52,52,Add_46,Add,['Relu_47'],1227027,801242,-1,3433264,[2028269],[2028269],[2028269],[2028269]
53,53,Relu_47,Relu,"['Conv_48', 'Add_53']",1227027,801242,1637827,1637827,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
54,54,Conv_48,Conv,['Relu_49'],1227027,183204,122479,2835998,[355021],[355021],[355021],[355021]
55,55,Relu_49,Relu,['Conv_50'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
56,56,Conv_50,Conv,['Relu_51'],171817,183204,250062,46665620,[355021],[355021],[355021],[355021]
57,57,Relu_51,Relu,['Conv_52'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
58,58,Conv_52,Conv,['Add_53'],171817,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
59,59,Add_53,Add,['Relu_54'],1227027,801242,-1,3433264,[2028269],[2028269],[2028269],[2028269]
60,60,Relu_54,Relu,"['Conv_55', 'Add_60']",1227027,801242,1637827,1637827,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
61,61,Conv_55,Conv,['Relu_56'],1227027,183204,122479,2835998,[355021],[355021],[355021],[355021]
62,62,Relu_56,Relu,['Conv_57'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
63,63,Conv_57,Conv,['Relu_58'],171817,183204,250062,46665620,[355021],[355021],[355021],[355021]
64,64,Relu_58,Relu,['Conv_59'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
65,65,Conv_59,Conv,['Add_60'],171817,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
66,66,Add_60,Add,['Relu_61'],1227027,801242,-1,3433264,[2028269],[2028269],[2028269],[2028269]
67,67,Relu_61,Relu,"['Conv_62', 'Add_67']",1227027,801242,1637827,1637827,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
68,68,Conv_62,Conv,['Relu_63'],1227027,183204,122479,2835998,[355021],[355021],[355021],[355021]
69,69,Relu_63,Relu,['Conv_64'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
70,70,Conv_64,Conv,['Relu_65'],171817,183204,250062,46665620,[355021],[355021],[355021],[355021]
71,71,Relu_65,Relu,['Conv_66'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
72,72,Conv_66,Conv,['Add_67'],171817,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
73,73,Add_67,Add,['Relu_68'],1227027,801242,-1,3433264,[2028269],[2028269],[2028269],[2028269]
74,74,Relu_68,Relu,"['Conv_69', 'Conv_74']",1227027,801242,1637827,1637827,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
75,75,Conv_69,Conv,['Relu_70'],1227027,100924,47720,46501662,[100924],[100924],[100924],[100924]
76,76,Conv_74,Conv,['Add_75'],1227027,801242,652887,53230960,[2028269],[2028269],[2028269],[2028269]
77,77,Relu_70,Relu,['Conv_71'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
78,78,Conv_71,Conv,['Relu_72'],217373,100924,250062,46665620,[100924],[100924],[100924],[100924]
79,79,Relu_72,Relu,['Conv_73'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
80,80,Conv_73,Conv,['Add_75'],217373,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
81,81,Add_75,Add,['Relu_76'],1227027,801242,-1,198322,[2028269],[2028269],[2028269],[2028269]
82,82,Relu_76,Relu,"['Conv_77', 'Add_82']",1227027,801242,821266,821266,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
83,83,Conv_77,Conv,['Relu_78'],1227027,100924,122479,2835998,[100924],[100924],[100924],[100924]
84,84,Relu_78,Relu,['Conv_79'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
85,85,Conv_79,Conv,['Relu_80'],217373,100924,250062,46665620,[100924],[100924],[100924],[100924]
86,86,Relu_80,Relu,['Conv_81'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
87,87,Conv_81,Conv,['Add_82'],217373,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
88,88,Add_82,Add,['Relu_83'],1227027,801242,-1,198322,[2028269],[2028269],[2028269],[2028269]
89,89,Relu_83,Relu,"['Conv_84', 'Add_89']",1227027,801242,821266,821266,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
90,90,Conv_84,Conv,['Relu_85'],1227027,100924,122479,2835998,[100924],[100924],[100924],[100924]
91,91,Relu_85,Relu,['Conv_86'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
92,92,Conv_86,Conv,['Relu_87'],217373,100924,250062,46665620,[100924],[100924],[100924],[100924]
93,93,Relu_87,Relu,['Conv_88'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
94,94,Conv_88,Conv,['Add_89'],217373,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
95,95,Add_89,Add,['Relu_90'],1227027,801242,-1,198322,[2028269],[2028269],[2028269],[2028269]
96,96,Relu_90,Relu,"['Conv_91', 'Add_96']",1227027,801242,821266,821266,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
97,97,Conv_91,Conv,['Relu_92'],1227027,100924,122479,2835998,[100924],[100924],[100924],[100924]
98,98,Relu_92,Relu,['Conv_93'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
99,99,Conv_93,Conv,['Relu_94'],217373,100924,250062,46665620,[100924],[100924],[100924],[100924]
100,100,Relu_94,Relu,['Conv_95'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
101,101,Conv_95,Conv,['Add_96'],217373,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
102,102,Add_96,Add,['Relu_97'],1227027,801242,-1,198322,[2028269],[2028269],[2028269],[2028269]
103,103,Relu_97,Relu,"['Conv_98', 'Add_103']",1227027,801242,821266,821266,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
104,104,Conv_98,Conv,['Relu_99'],1227027,100924,122479,2835998,[100924],[100924],[100924],[100924]
105,105,Relu_99,Relu,['Conv_100'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
106,106,Conv_100,Conv,['Relu_101'],217373,100924,250062,46665620,[100924],[100924],[100924],[100924]
107,107,Relu_101,Relu,['Conv_102'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
108,108,Conv_102,Conv,['Add_103'],217373,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
109,109,Add_103,Add,['Relu_104'],1227027,801242,-1,198322,[2028269],[2028269],[2028269],[2028269]
110,110,Relu_104,Relu,"['Conv_105', 'Add_110']",1227027,801242,821266,821266,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
111,111,Conv_105,Conv,['Relu_106'],1227027,100924,122479,2835998,[100924],[100924],[100924],[100924]
112,112,Relu_106,Relu,['Conv_107'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
113,113,Conv_107,Conv,['Relu_108'],217373,100924,250062,46665620,[100924],[100924],[100924],[100924]
114,114,Relu_108,Relu,['Conv_109'],0,100924,207715,207715,[318297],[318297],[318297],[318297]
115,115,Conv_109,Conv,['Add_110'],217373,801242,122479,2835998,[2028269],[2028269],[2028269],[2028269]
116,116,Add_110,Add,['Relu_111'],1227027,801242,-1,198322,[2028269],[2028269],[2028269],[2028269]
117,117,Relu_111,Relu,"['Conv_112', 'Conv_117']",1227027,801242,821266,821266,"[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]","[2028269, 2028269]"
118,118,Conv_112,Conv,['Relu_113'],1227027,45705,47720,46501662,[45705],[45705],[45705],[45705]
119,119,Conv_117,Conv,['Add_118'],1227027,183204,652887,53230960,[1410231],[1410231],[1410231],[1410231]
120,120,Relu_113,Relu,['Conv_114'],0,45705,105670,105670,[217522],[217522],[217522],[217522]
121,121,Conv_114,Conv,['Relu_115'],171817,45705,250062,46665620,[45705],[45705],[45705],[45705]
122,122,Relu_115,Relu,['Conv_116'],0,45705,105670,105670,[263078],[263078],[263078],[263078]
123,123,Conv_116,Conv,['Add_118'],217373,183204,122479,2835998,[1410231],[1410231],[1410231],[1410231]
124,124,Add_118,Add,['Relu_119'],1227027,183204,-1,101650,[355021],[355021],[355021],[355021]
125,125,Relu_119,Relu,"['Conv_120', 'Add_125']",171817,183204,433062,433062,"[508490, 1410231]","[508490, 1410231]","[508490, 1410231]","[508490, 1410231]"
126,126,Conv_120,Conv,['Relu_121'],325286,45705,122479,2835998,[45705],[45705],[45705],[45705]
127,127,Relu_121,Relu,['Conv_122'],0,45705,105670,105670,[217522],[217522],[217522],[217522]
128,128,Conv_122,Conv,['Relu_123'],171817,45705,250062,46665620,[45705],[45705],[45705],[45705]
129,129,Relu_123,Relu,['Conv_124'],0,45705,105670,105670,[263078],[263078],[263078],[263078]
130,130,Conv_124,Conv,['Add_125'],217373,183204,122479,2835998,[1410231],[1410231],[1410231],[1410231]
131,131,Add_125,Add,['Relu_126'],1227027,183204,-1,101650,[355021],[355021],[355021],[355021]
132,132,Relu_126,Relu,"['Conv_127', 'Add_132']",171817,183204,433062,433062,"[508490, 1410231]","[508490, 1410231]","[508490, 1410231]","[508490, 1410231]"
133,133,Conv_127,Conv,['Relu_128'],325286,45705,122479,2835998,[45705],[45705],[45705],[45705]
134,134,Relu_128,Relu,['Conv_129'],0,45705,105670,105670,[217522],[217522],[217522],[217522]
135,135,Conv_129,Conv,['Relu_130'],171817,45705,250062,46665620,[45705],[45705],[45705],[45705]
136,136,Relu_130,Relu,['Conv_131'],0,45705,105670,105670,[263078],[263078],[263078],[263078]
137,137,Conv_131,Conv,['Add_132'],217373,183204,122479,2835998,[1410231],[1410231],[1410231],[1410231]
138,138,Add_132,Add,['Relu_133'],1227027,183204,-1,101650,[355021],[355021],[355021],[355021]
139,139,Relu_133,Relu,['Reshape_134'],171817,183204,433062,433062,[355021],[355021],[355021],[355021]
140,140,Reshape_134,Reshape,"['Reshape_146', 'Reshape_614']",171817,183204,-1,9691,"[355021, 355021]","[355021, 355021]","[355021, 355021]","[355021, 355021]"
141,141,Reshape_146,Reshape,['Conv_147'],171817,183204,-1,9691,[508490],[508490],[508490],[508490]
142,142,Reshape_614,Reshape,['Conv_615'],171817,183204,-1,9691,[355021],[355021],[355021],[355021]
143,143,Conv_147,Conv,['Transpose_678'],325286,29165,55463,1883111,[29165],[29165],[29165],[29165]
144,144,Conv_615,Conv,['Relu_616'],171817,11756,45632,592472,[125462],[125462],[125462],[125462]
145,145,Transpose_678,Transpose,['Reshape_679'],0,29165,-1,83674,[29165],[29165],[29165],[29165]
146,146,Relu_616,Relu,['Conv_617'],113706,11756,30700,30700,[95021],[95021],[95021],[95021]
147,147,Reshape_679,Reshape,['Add_781'],0,29165,-1,9691,[29165],[29165],[29165],[29165]
148,148,Conv_617,Conv,['Transpose_618'],83265,5700,11264,6532990,[139302],[139302],[139302],[139302]
149,149,Transpose_618,Transpose,['Reshape_619'],133602,5700,-1,8160,[139302],[139302],[139302],[139302]
150,150,Reshape_619,Reshape,['Softmax_620'],133602,5700,-1,6994,[139302],[139302],[139302],[139302]
151,151,Softmax_620,Softmax,['Unsqueeze_622'],133602,5700,-1,81721,[139302],[139302],[139302],[139302]
152,152,Unsqueeze_622,Unsqueeze,['Mul_623'],133602,5642,-1,3793,[154304],[154304],[154304],[154304]
153,153,Mul_623,Mul,['ReduceSum_625'],148662,23038,-1,79606,[74035],[74035],[74035],[74035]
154,154,ReduceSum_625,ReduceSum,['Reshape_626'],50997,3094,-1,297641,[136696],[136696],[136696],[136696]
155,155,Reshape_626,Reshape,"['Slice_640', 'Slice_660', 'Mul_681']",133602,3094,-1,6994,"[136696, 136696, 136696]","[136696, 136696, 136696]","[136696, 136696, 136696]","[136696, 136696, 136696]"
156,156,Slice_640,Slice,['Unsqueeze_644'],133602,3094,-1,2285,[136696],[136696],[136696],[136696]
157,157,Slice_660,Slice,['Unsqueeze_664'],133602,3094,-1,2285,[136696],[136696],[136696],[136696]
158,158,Mul_681,Mul,"['Gather_683', 'Gather_689', 'Gather_695']",133602,3094,-1,2553,"[136696, 136696, 136696]","[136696, 136696, 136696]","[136696, 136696, 136696]","[136696, 136696, 136696]"
159,159,Unsqueeze_644,Unsqueeze,['Sub_645'],133602,3094,-1,1910,[174911],[174911],[174911],[174911]
160,160,Unsqueeze_664,Unsqueeze,['Sub_665'],133602,3094,-1,1910,[174911],[174911],[174911],[174911]
161,161,Gather_683,Gather,['Unsqueeze_685'],133602,3094,-1,2359,[136696],[136696],[136696],[136696]
162,162,Gather_689,Gather,['Unsqueeze_691'],133602,3094,-1,2359,[136696],[136696],[136696],[136696]
163,163,Gather_695,Gather,['Unsqueeze_697'],133602,3094,-1,2359,[136696],[136696],[136696],[136696]
164,164,Sub_645,Sub,['Pow_647'],171817,100924,-1,224644,[100924],[100924],[100924],[100924]
165,165,Sub_665,Sub,['Pow_667'],171817,100924,-1,224644,[100924],[100924],[100924],[100924]
166,166,Unsqueeze_685,Unsqueeze,['Div_687'],133602,3094,-1,1910,[3094],[3094],[3094],[3094]
167,167,Unsqueeze_691,Unsqueeze,['Div_693'],133602,3094,-1,1910,[3094],[3094],[3094],[3094]
168,168,Unsqueeze_697,Unsqueeze,['Div_699'],133602,3094,-1,1910,[3094],[3094],[3094],[3094]
169,169,Pow_647,Pow,['ReduceSum_649'],0,100924,-1,401792,[100924],[100924],[100924],[100924]
170,170,Pow_667,Pow,['ReduceSum_669'],0,100924,-1,401792,[100924],[100924],[100924],[100924]
171,171,Div_687,Div,"['Slice_704', 'Slice_710']",0,11756,-1,4037910,"[125462, 125462]","[125462, 125462]","[125462, 125462]","[125462, 125462]"
172,172,Div_693,Div,"['Slice_729', 'Slice_735']",0,11756,-1,4037910,"[125462, 125462]","[125462, 125462]","[125462, 125462]","[125462, 125462]"
173,173,Div_699,Div,"['Slice_754', 'Slice_760']",0,11756,-1,4037910,"[125462, 125462]","[125462, 125462]","[125462, 125462]","[125462, 125462]"
174,174,ReduceSum_649,ReduceSum,['Pow_650'],0,213598,-1,297641,[508024],[508024],[508024],[508024]
175,175,ReduceSum_669,ReduceSum,['Pow_670'],0,213598,-1,297641,[508024],[508024],[508024],[508024]
176,176,Slice_704,Slice,['Sin_705'],113706,5700,-1,51250,[139302],[139302],[139302],[139302]
177,177,Slice_710,Slice,['Cos_711'],113706,5700,-1,51250,[139302],[139302],[139302],[139302]
178,178,Slice_729,Slice,['Sin_730'],113706,5700,-1,51250,[139302],[139302],[139302],[139302]
179,179,Slice_735,Slice,['Cos_736'],113706,5700,-1,51250,[139302],[139302],[139302],[139302]
180,180,Slice_754,Slice,['Sin_755'],113706,5700,-1,51250,[139302],[139302],[139302],[139302]
181,181,Slice_760,Slice,['Cos_761'],113706,5700,-1,51250,[139302],[139302],[139302],[139302]
182,182,Pow_650,Pow,['Pow_672'],294426,213598,-1,401792,[508024],[508024],[508024],[508024]
183,183,Pow_670,Pow,['Pow_674'],294426,213598,-1,401792,[508024],[508024],[508024],[508024]
184,184,Sin_705,Sin,['Unsqueeze_713'],133602,5700,-1,35709,[139302],[139302],[139302],[139302]
185,185,Cos_711,Cos,['Unsqueeze_715'],133602,5700,-1,34533,[139302],[139302],[139302],[139302]
186,186,Sin_730,Sin,['Unsqueeze_738'],133602,5700,-1,35709,[139302],[139302],[139302],[139302]
187,187,Cos_736,Cos,['Unsqueeze_740'],133602,5700,-1,34533,[139302],[139302],[139302],[139302]
188,188,Sin_755,Sin,['Unsqueeze_763'],133602,5700,-1,35709,[139302],[139302],[139302],[139302]
189,189,Cos_761,Cos,['Unsqueeze_765'],133602,5700,-1,34533,[139302],[139302],[139302],[139302]
190,190,Pow_672,Pow,['Add_675'],294426,213598,-1,401792,[1784834],[1784834],[1784834],[1784834]
191,191,Pow_674,Pow,['Add_675'],294426,213598,-1,401792,[1784834],[1784834],[1784834],[1784834]
192,192,Unsqueeze_713,Unsqueeze,['Concat_716'],133602,5642,-1,3793,[71641],[71641],[71641],[71641]
193,193,Unsqueeze_715,Unsqueeze,['Concat_716'],133602,5642,-1,3793,[71641],[71641],[71641],[71641]
194,194,Unsqueeze_738,Unsqueeze,['Concat_741'],133602,5642,-1,3793,[71641],[71641],[71641],[71641]
195,195,Unsqueeze_740,Unsqueeze,['Concat_741'],133602,5642,-1,3793,[71641],[71641],[71641],[71641]
196,196,Unsqueeze_763,Unsqueeze,['Concat_766'],133602,5642,-1,3793,[71641],[71641],[71641],[71641]
197,197,Unsqueeze_765,Unsqueeze,['Concat_766'],133602,5642,-1,3793,[71641],[71641],[71641],[71641]
198,198,Add_675,Add,['Pow_677'],1571236,213598,-1,224644,[508024],[508024],[508024],[508024]
199,199,Concat_716,Concat,['Reshape_724'],65999,0,5518,5518,[65999],[65999],[65999],[65999]
200,200,Concat_741,Concat,['Reshape_749'],65999,0,5518,5518,[65999],[65999],[65999],[65999]
201,201,Concat_766,Concat,['Reshape_774'],65999,0,5518,5518,[65999],[65999],[65999],[65999]
202,202,Pow_677,Pow,"['Mul_783', 'Mul_792', 'Mul_801', 'Mul_810', 'Mul_819', 'Mul_828', 'Mul_837', 'Mul_846']",294426,213598,-1,401792,"[1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834]","[1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834]","[1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834]","[1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834, 1784834]"
203,203,Reshape_724,Reshape,['Concat_775'],65999,11756,-1,9051,[160418],[160418],[160418],[160418]
204,204,Reshape_749,Reshape,['Concat_775'],65999,11756,-1,9051,[160418],[160418],[160418],[160418]
205,205,Reshape_774,Reshape,['Concat_775'],65999,11756,-1,9051,[160418],[160418],[160418],[160418]
206,206,Mul_783,Mul,['Softmax_784'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
207,207,Mul_792,Mul,['Softmax_793'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
208,208,Mul_801,Mul,['Softmax_802'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
209,209,Mul_810,Mul,['Softmax_811'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
210,210,Mul_819,Mul,['Softmax_820'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
211,211,Mul_828,Mul,['Softmax_829'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
212,212,Mul_837,Mul,['Softmax_838'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
213,213,Mul_846,Mul,['Softmax_847'],1571236,213598,-1,115983,[508024],[508024],[508024],[508024]
214,214,Concat_775,Concat,['MatMul_776'],148662,72743,21836,21836,[196845],[196845],[196845],[196845]
215,215,Softmax_784,Softmax,['MatMul_790'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
216,216,Softmax_793,Softmax,['MatMul_799'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
217,217,Softmax_802,Softmax,['MatMul_808'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
218,218,Softmax_811,Softmax,['MatMul_817'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
219,219,Softmax_820,Softmax,['MatMul_826'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
220,220,Softmax_829,Softmax,['MatMul_835'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
221,221,Softmax_838,Softmax,['MatMul_844'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
222,222,Softmax_847,Softmax,['MatMul_853'],294426,213598,-1,1303609,[508024],[508024],[508024],[508024]
223,223,MatMul_776,MatMul,['Add_777'],124102,29165,-1,920539,[29165],[29165],[29165],[29165]
224,224,Add_777,Add,['Relu_778'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
225,225,Relu_778,Relu,['MatMul_779'],0,29165,56138,56138,[155085],[155085],[155085],[155085]
226,226,MatMul_779,MatMul,['Add_780'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
227,227,Add_780,Add,['Add_781'],0,29165,-1,98991,[29165],[29165],[29165],[29165]
228,228,Add_781,Add,"['MatMul_785', 'MatMul_794', 'MatMul_803', 'MatMul_812', 'MatMul_821', 'MatMul_830', 'MatMul_839', 'MatMul_848']",0,29165,-1,98991,"[155085, 155085, 155085, 155085, 155085, 155085, 155085, 155085]","[155085, 155085, 155085, 155085, 155085, 155085, 155085, 155085]","[155085, 155085, 155085, 155085, 155085, 155085, 155085, 155085]","[155085, 155085, 155085, 155085, 155085, 155085, 155085, 155085]"
229,229,MatMul_785,MatMul,['Add_786'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
230,230,MatMul_794,MatMul,['Add_795'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
231,231,MatMul_803,MatMul,['Add_804'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
232,232,MatMul_812,MatMul,['Add_813'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
233,233,MatMul_821,MatMul,['Add_822'],125920,29165,-1,826667,[29165],[29165],[29165],[29165]
