,Unnamed: 0,op_id,op_type,suc,read,write,maca,cv_dsp,"('maca', 'maca')","('maca', 'cv_dsp')","('cv_dsp', 'maca')","('cv_dsp', 'cv_dsp')"
94,94,InceptionV4/InceptionV4/Mixed_6a/Branch_0/Conv2d_1a_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6a/concat'],133602,5642,19041,19041,[56639],[56639],[56639],[56639]
95,95,InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],113706,11756,36316,36316,[76380],[76380],[76380],[76380]
96,96,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu'],64624,29573,31752,615273,[112838],[112838],[112838],[112838]
97,97,InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0b_3x3/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu'],83265,29573,41016,41016,[29573],[29573],[29573],[29573]
98,98,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu'],0,3983,40952,1883111,[137585],[137585],[137585],[137585]
99,99,InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_1a_3x3/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6a/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
100,100,InceptionV4/InceptionV4/Mixed_6a/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521,"[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]"
101,101,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990,[139244],[139244],[139244],[139244]
102,102,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
103,103,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
104,104,InceptionV4/InceptionV4/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716,[23038],[23038],[23038],[23038]
105,105,InceptionV4/InceptionV4/Mixed_6b/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6b/concat'],133602,5642,19041,19041,[56639],[56639],[56639],[56639]
106,106,InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
107,107,InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275,[86907],[86907],[86907],[86907]
108,108,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606,[136696],[136696],[136696],[136696]
109,109,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
110,110,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238,[137244],[137244],[137244],[137244]
111,111,InceptionV4/InceptionV4/Mixed_6b/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6b/concat'],133602,3094,7121,7121,[54091],[54091],[54091],[54091]
112,112,InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
113,113,InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
114,114,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
115,115,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
116,116,InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6b/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
117,117,InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707,[3983],[3983],[3983],[3983]
118,118,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990,[137585],[137585],[137585],[137585]
119,119,InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
120,120,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
121,121,InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6b/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
122,122,InceptionV4/InceptionV4/Mixed_6b/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521,"[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]"
123,123,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990,[139244],[139244],[139244],[139244]
124,124,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
125,125,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
126,126,InceptionV4/InceptionV4/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716,[23038],[23038],[23038],[23038]
127,127,InceptionV4/InceptionV4/Mixed_6c/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6c/concat'],133602,5642,19041,19041,[56639],[56639],[56639],[56639]
128,128,InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
129,129,InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275,[86907],[86907],[86907],[86907]
130,130,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606,[136696],[136696],[136696],[136696]
131,131,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
132,132,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238,[137244],[137244],[137244],[137244]
133,133,InceptionV4/InceptionV4/Mixed_6c/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6c/concat'],133602,3094,7121,7121,[54091],[54091],[54091],[54091]
134,134,InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
135,135,InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
136,136,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
137,137,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
138,138,InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6c/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
139,139,InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707,[3983],[3983],[3983],[3983]
140,140,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990,[137585],[137585],[137585],[137585]
141,141,InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
142,142,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
143,143,InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6c/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
144,144,InceptionV4/InceptionV4/Mixed_6c/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6d/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521,"[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]"
145,145,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990,[139244],[139244],[139244],[139244]
146,146,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
147,147,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
148,148,InceptionV4/InceptionV4/Mixed_6d/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716,[23038],[23038],[23038],[23038]
149,149,InceptionV4/InceptionV4/Mixed_6d/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6d/concat'],133602,5642,19041,19041,[56639],[56639],[56639],[56639]
150,150,InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
151,151,InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275,[86907],[86907],[86907],[86907]
152,152,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606,[136696],[136696],[136696],[136696]
153,153,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
154,154,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238,[137244],[137244],[137244],[137244]
155,155,InceptionV4/InceptionV4/Mixed_6d/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6d/concat'],133602,3094,7121,7121,[54091],[54091],[54091],[54091]
156,156,InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
157,157,InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
158,158,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
159,159,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
160,160,InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6d/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
161,161,InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707,[3983],[3983],[3983],[3983]
162,162,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990,[137585],[137585],[137585],[137585]
163,163,InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
164,164,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
165,165,InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6d/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
166,166,InceptionV4/InceptionV4/Mixed_6d/concat,Concat,"['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu', 'TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu', 'InceptionV4/InceptionV4/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool']",50997,23038,13521,13521,"[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]","[87662, 148958, 148958, 74035]"
167,167,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu'],64624,5642,26622,6532990,[139244],[139244],[139244],[139244]
168,168,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
169,169,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu'],125920,3642,14230,387238,[137244],[137244],[137244],[137244]
170,170,InceptionV4/InceptionV4/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu'],50997,23038,20643,249716,[23038],[23038],[23038],[23038]
171,171,InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,5642,19041,19041,[56639],[56639],[56639],[56639]
172,172,InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
173,173,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu'],133602,3642,8275,8275,[86907],[86907],[86907],[86907]
174,174,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu'],0,3094,9632,821606,[136696],[136696],[136696],[136696]
175,175,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
176,176,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu'],83265,3642,9621,387238,[137244],[137244],[137244],[137244]
177,177,InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,3094,7121,7121,[54091],[54091],[54091],[54091]
178,178,InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
179,179,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu'],133602,3642,8275,8275,[3642],[3642],[3642],[3642]
180,180,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
181,181,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu'],0,3983,12112,6532990,[137585],[137585],[137585],[137585]
182,182,InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
183,183,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu'],133602,3983,11707,11707,[3983],[3983],[3983],[3983]
184,184,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu'],0,3983,14052,6532990,[137585],[137585],[137585],[137585]
185,185,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu'],133602,3983,11707,11707,[129903],[129903],[129903],[129903]
186,186,TFLITE2ONNX_FAF_InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu,Conv,['InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu'],125920,3983,14084,6532990,[137585],[137585],[137585],[137585]
187,187,InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu,Relu,['InceptionV4/InceptionV4/Mixed_6e/concat'],133602,3983,13464,13464,[54980],[54980],[54980],[54980]
