,op_id,op_type,suc,cpu_b,cpu_s,gpu,data_size,"('cpu_b', 'cpu_b')","('cpu_b', 'cpu_s')","('cpu_b', 'gpu')","('cpu_s', 'cpu_b')","('cpu_s', 'cpu_s')","('cpu_s', 'gpu')","('gpu', 'cpu_b')","('gpu', 'cpu_s')","('gpu', 'gpu')"
138,138,138,"[139, 140, 145]",336.878,488.129,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
139,139,139,[143],2855.442,7106.306,4136.60068,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
140,140,140,[141],1903.309,5106.374000000001,2730.0382799999998,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
141,141,141,[142],1785.6409999999998,4775.829,2118.5240799999997,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
142,142,142,[143],2540.356,6820.262,2763.0694,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
143,143,143,[144],131.876,284.91900000000004,132.43694,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
144,144,144,[145],5507.965,14245.322,7148.33712,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
145,145,145,[146],691.632,1029.3419999999999,571.7996999999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
146,146,146,"[147, 148, 153]",288.211,491.83699999999993,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
147,147,147,[151],2805.4410000000003,7160.765,4129.2248,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
148,148,148,[149],1910.684,5222.2919999999995,2801.2672000000002,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
149,149,149,[150],1777.183,4778.58,1942.59514,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
150,150,150,[151],2511.4809999999998,6827.9710000000005,2841.78172,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
151,151,151,[152],144.751,291.127,190.66406,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
152,152,152,[153],5512.965,14692.658000000001,7236.626179999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
153,153,153,[154],678.5889999999999,803.048,558.56042,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
154,154,154,"[155, 156, 161]",262.169,493.46199999999993,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
155,155,155,[159],2831.108,7282.808,4007.90546,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
156,156,156,[157],1904.1,5089.041,2709.6181200000005,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
157,157,157,[158],1765.5990000000002,4851.455,1949.7743600000001,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
158,158,158,[159],2575.9390000000003,6758.553,2772.9003000000002,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
159,159,159,[160],135.251,270.29400000000004,185.85819999999998,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
160,160,160,[161],5519.09,14627.575,7256.429680000001,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
161,161,161,[162],670.798,835.09,546.23284,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
162,162,162,"[163, 164, 169]",353.253,492.712,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
163,163,163,[167],2807.525,7170.7660000000005,3989.9186399999994,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
164,164,164,[165],1895.142,5055.29,2716.21818,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
165,165,165,[166],1766.891,4847.246999999999,2107.9239999999995,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
166,166,166,[167],2459.98,6779.013000000001,2671.4344600000004,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
167,167,167,[168],138.41799999999998,232.33499999999998,194.4466,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
168,168,168,[169],5591.382,14673.658,7313.656800000001,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
169,169,169,[170],639.63,729.381,571.7697,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
170,170,170,"[171, 172, 177]",350.25300000000004,572.505,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
171,171,171,[175],2797.3999999999996,8628.902,4148.6233,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
172,172,172,[173],1903.767,9713.243999999999,2822.24236,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
173,173,173,[174],1807.724,11013.17,2098.1247599999997,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
174,174,174,[175],2548.3979999999997,11334.465,2718.3832,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
175,175,175,[176],133.792,299.00199999999995,167.56888,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
176,176,176,[177],5597.424999999999,15004.994,7305.40592,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
177,177,177,[178],746.715,910.4649999999999,571.0763600000001,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
178,178,178,"[179, 180, 185]",306.211,654.047,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
179,179,179,[183],2832.6079999999997,7124.723,4160.84338,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
180,180,180,[181],1862.683,5182.540999999999,2716.1639999999998,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
181,181,181,[182],1759.266,4790.746,1963.1711600000003,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
182,182,182,[183],2501.397,6784.303,2736.30418,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
183,183,183,[184],142.709,294.87699999999995,189.13156,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
184,184,184,[185],5547.549,14294.655,7201.7392199999995,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
185,185,185,[186],588.13,846.423,558.08458,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
186,186,186,"[187, 188, 193]",300.878,494.337,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
187,187,187,[191],2794.025,7163.349,4145.82408,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
188,188,188,[189],1878.392,5085.832,2711.3098,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
189,189,189,[190],1820.391,4854.4130000000005,1966.81368,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
190,190,190,[191],2543.856,6865.429,2722.0657199999996,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
191,191,191,[192],133.001,286.50300000000004,190.9099,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
192,192,192,[193],5547.464999999999,14335.072,7238.9537,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
193,193,193,[194],687.506,863.84,545.11532,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
194,194,194,"[195, 196, 201]",318.919,488.295,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
195,195,195,[199],2788.441,7165.932,4006.90546,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
196,196,196,[197],1895.808,5088.956999999999,2711.11314,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
197,197,197,[198],1848.433,4803.038,1971.90704,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
198,198,198,[199],2466.022,6769.594999999999,2806.0414,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
199,199,199,[200],138.25099999999998,273.793,187.03820000000002,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
200,200,200,[201],5566.55,14314.904999999999,7291.935799999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
201,201,201,[202],683.756,866.507,570.50886,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
202,202,202,"[203, 204, 209]",316.37800000000004,511.587,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
203,203,203,[207],2778.691,7166.39,4054.84584,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
204,204,204,[205],1897.391,5114.291,2726.48826,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
205,205,205,[206],1778.308,4755.329,1961.1978,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
206,206,206,[207],2554.3979999999997,6817.846,2809.5847599999997,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
207,207,207,[208],131.626,281.127,185.29819999999998,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
208,208,208,[209],5605.925,14208.363,7186.48744,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
209,209,209,[210],752.298,853.257,569.84468,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
210,210,210,"[211, 212, 217]",297.50300000000004,572.254,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
211,211,211,[215],2836.734,7151.182,4141.2882199999995,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
212,212,212,[213],1907.1419999999998,5106.624,2717.36484,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
213,213,213,[214],1792.4740000000002,4781.579000000001,1975.2929,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
214,214,214,[215],2562.6059999999998,6964.763,2850.35428,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
215,215,215,[216],141.626,292.586,169.69056,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
216,216,216,[217],5632.090999999999,14474.824,7174.94484,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
217,217,217,[218],636.2139999999999,798.923,557.08708,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
218,218,218,"[219, 220, 225]",338.294,492.712,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
219,219,219,[223],2856.567,7148.889999999999,4001.0979,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
220,220,220,[221],1936.143,5066.331999999999,2722.3349000000003,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
221,221,221,[222],1771.432,4947.206,1982.6213,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
222,222,222,[223],2515.355,6779.137000000001,2904.25306,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
223,223,223,[224],134.001,292.00199999999995,135.07278,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
224,224,224,[225],5497.674,14357.155,7153.0913199999995,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
225,225,225,[226],658.422,818.298,545.61866,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
226,226,226,"[227, 228, 233]",334.003,490.08700000000005,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
227,227,227,[231],2818.817,7165.264999999999,3997.5253600000005,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
228,228,228,[229],1894.933,5079.582,2720.8790400000003,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
229,229,229,[230],1814.2659999999998,4800.0380000000005,1972.97372,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
230,230,230,[231],2490.272,6866.722,2896.00966,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
231,231,231,[232],153.668,288.71000000000004,187.8907,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
232,232,232,[233],5647.799,14400.530999999999,7288.686599999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
233,233,233,[234],653.964,731.8389999999999,570.0438599999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
234,234,234,"[235, 236, 241]",348.003,568.088,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
235,235,235,[239],2818.4,7201.682,4058.3875600000006,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
236,236,236,[237],1906.475,5087.873,2823.4499000000005,[147968.0],[0],[57.996368095903215],[64.87946034619259],[35.38739790010193],[0],[106.23881554061643],[35.07277367072675],[62.24054500425894],[0]
237,237,237,[238],1767.391,4800.871,1978.73626,[184960.0],[0],[72.49546011987901],[81.09932543274073],[44.23424737512741],[0],[132.7985194257705],[43.84096708840843],[77.80068125532367],[0]
238,238,238,[239],2504.022,6815.43,2937.09832,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
239,239,239,[240],134.002,273.96000000000004,135.63446,[443904.0],[0],[173.98910428770967],[194.63838103857776],[106.16219370030579],[187.66550770090237],[318.7164466218493],[105.21832101218024],[186.72163501277683],[117.12506596306069]
240,240,240,[241],5528.674,14367.364000000001,7162.4072400000005,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
241,241,241,[242],770.007,867.715,568.0830199999999,[1257728.0],[262.0430724801537],[492.9691288151773],[551.4754129426369],[300.79288215086643],[531.71893848589],[903.0299320952395],[298.11857620117735],[529.044632536201],[331.85435356200526]
242,242,242,"[243, 244, 249]",316.336,565.004,0.0,"[1257728.0, 1257728.0, 1257728.0]","[262.0430724801537, 262.0430724801537, 262.0430724801537]","[492.9691288151773, 492.9691288151773, 492.9691288151773]","[551.4754129426369, 551.4754129426369, 551.4754129426369]","[300.79288215086643, 300.79288215086643, 300.79288215086643]","[531.71893848589, 531.71893848589, 531.71893848589]","[903.0299320952395, 903.0299320952395, 903.0299320952395]","[298.11857620117735, 298.11857620117735, 298.11857620117735]","[529.044632536201, 529.044632536201, 529.044632536201]","[331.85435356200526, 331.85435356200526, 331.85435356200526]"
243,243,243,[247],2782.15,7208.224,3990.49782,[221952.0],[0],[86.99455214385483],[97.31919051928888],[53.081096850152896],[0],[159.35822331092464],[52.60916050609012],[93.36081750638841],[0]
